drugName	cui	tty
miradon	drugBank01125	RxList_Link
Lincomycin	drugBank01627	Generic_Name
Dornase alfa	drugBank00003	Synonyms
1,8-Di-Hydroxy-4-Nitro-Anthraquinone	drugBank03035	Generic_Name
Ethapropazine	drugBank00392	Synonyms
Ganor	drugBank00927	Brand_Names
Scabiozon	drugBank00676	Brand_Names
Alpha-D-Fucose	drugBank03485	Generic_Name
Drostanolone propionate	drugBank00858	Synonyms
Proflavine	drugBank01123	Generic_Name
Acetylformic acid	drugBank00119	Synonyms
Oflocet	drugBank01165	Brand_Names
Oradexon	drugBank01234	Brand_Names
Syndiol	drugBank00783	Brand_Names
Streptozocinum [INN-Latin]	drugBank00428	Brand_Names
Diminazine aceturate	drugBank03608	Synonyms
Ibuprohm	drugBank01050	Brand_Names
Essential Vitamin	drugBank00115	Drug_Category
Dronabinolum [Latin]	drugBank00470	Brand_Names
Alkabutazona	drugBank00812	Brand_Names
Pipersal	drugBank00454	Brand_Names
One Alpha	drugBank01436	Brand_Names
Glutetimide	drugBank01437	Synonyms
Penicillaminum [INN-Latin]	drugBank00859	Synonyms
D-Cycloserine, synthetic	drugBank00260	Synonyms
Bulgecin A	drugBank02595	Generic_Name
Amiodarons	drugBank01118	Brand_Names
Phenbutazone	drugBank00812	Brand_Names
Lipide 500	drugBank00636	Brand_Names
Multum	drugBank00475	Brand_Names
Coactin	drugBank01163	Brand_Names
Testrone	drugBank00624	Brand_Names
Guanosine	drugBank02857	Generic_Name
Glisema	drugBank00672	Brand_Names
Nicotene	drugBank00627	Brand_Names
Cort-quin	drugBank04815	Brand_Names
(4r)-7-azabisabolene	drugBank03985	Synonyms
Tazepam	drugBank00842	Brand_Names
2-Decenoyl N-Acetyl Cysteamine	drugBank03813	Generic_Name
Quievita	drugBank00829	Brand_Names
Amsidyl	drugBank00276	Brand_Names
streptokinase	drugBank00086	RxList_Link
DHE-45	drugBank00320	Brand_Names
Betotastine besilate	drugBank04890	Synonyms
Fourneau 2559	drugBank00483	Brand_Names
Benadryl	drugBank01075	Brand_Names
Pilocarpol	drugBank01085	Brand_Names
Neo-Rx	drugBank00994	Brand_Names
Desloratidine	drugBank00967	Synonyms
Ethyl Alcohol & Water, 80%	drugBank00898	Brand_Names
Heptalac	drugBank00581	Brand_Names
Aneural	drugBank00371	Brand_Names
Cefpiramidum [INN-Latin]	drugBank00430	Brand_Names
Dibotin	drugBank00914	Brand_Names
Alboral	drugBank00829	Brand_Names
Flamazine	drugBank05245	Brand_Names
Tubilysin	drugBank00951	Brand_Names
Acide meclofenamique [INN-French]	drugBank00939	Synonyms
Propaderm	drugBank00394	Brand_Names
L-Ascorbate	drugBank00126	Synonyms
Dilacor-XR	drugBank00343	Brand_Names
Alpha-D-Galactose-1-Phosphate	drugBank02317	Generic_Name
Big f	drugBank04829	Synonyms
Noxin	drugBank01422	Brand_Names
AGON SR	drugBank01023	Brand_Names
Supranefran	drugBank00668	Brand_Names
lisdexamfetamine dimesylate	drugBank01255	Synonyms
ReQuip XL	drugBank00268	Brand_Names
Trihexylphenidyl	drugBank00376	Synonyms
Inderal	drugBank00571	Brand_Names
Follicle-stimulating hormone beta subunit	drugBank00024	Synonyms
Tranexamic Acid	drugBank00302	Generic_Name
2,3-Dihydro-7-nitro-5-phenyl-1H-1,4-benzodiazepin-2-on	drugBank01595	Synonyms
Rekawan	drugBank00761	Brand_Names
Takamina	drugBank00668	Brand_Names
Novo-Radinine	drugBank00863	Brand_Names
Mant-Adp	drugBank03126	Generic_Name
Beta-Cocain	drugBank00907	Synonyms
Moricizine	drugBank00680	Generic_Name
Carbamiotin	drugBank00411	Brand_Names
trifluorothymine deoxyriboside	drugBank00432	Brand_Names
Swascol 1P	drugBank00815	Brand_Names
Voltaren Ophtha	drugBank00586	Brand_Names
Azithramycine	drugBank00207	Synonyms
Multaun	drugBank00371	Brand_Names
Mecasermin rinfabate	drugBank01277	Synonyms
(+)-alpha-methylphenylethylamine	drugBank01576	Synonyms
Macrodantina	drugBank00698	Brand_Names
Isrodipine	drugBank00270	Synonyms
Diural	drugBank00695	Brand_Names
2,5-Dimethylpyrimidin-4-Amine	drugBank02372	Generic_Name
Cholesteryl Linoleate	drugBank02092	Generic_Name
Inamrinone lactate	drugBank01427	Synonyms
Trinovum	drugBank00717	Brand_Names
Ganciclovir Sodium	drugBank01004	Synonyms
L-a-Aminopropionic acid	drugBank00160	Synonyms
(5alpha,17beta)-17-hydroxyandrostan-3-one	drugBank02901	Synonyms
Nromoson	drugBank00189	Brand_Names
Nieraline	drugBank00668	Brand_Names
Fuvacillin	drugBank00336	Brand_Names
Beta-Hydroxytryptophane	drugBank04159	Generic_Name
Pyrimethamine	drugBank00205	Generic_Name
streptomycin	drugBank01082	RxList_Link
Cereon	drugBank00126	Brand_Names
Isuprel	drugBank01064	Brand_Names
Prexige	drugBank01283	Brand_Names
Isoetharine HCl S/F	drugBank00221	Brand_Names
Lamdiol	drugBank00783	Brand_Names
Mini-Pe	drugBank00717	Brand_Names
Urex-M	drugBank00695	Brand_Names
Sulcrate Suspension Plus	drugBank00364	Brand_Names
Anzief	drugBank00437	Brand_Names
p-Acetaminobenzoic acid	drugBank04500	Synonyms
Metrotop	drugBank00916	Brand_Names
Erythro-Statin	drugBank00199	Brand_Names
Amprenavir	drugBank00701	Generic_Name
Cifoform	drugBank04815	Brand_Names
Salophen iron chelate	drugBank04811	Generic_Name
Pemolina	drugBank01230	Brand_Names
Quibron-T/SR	drugBank00277	Brand_Names
econazole	drugBank01127	RxList_Link
Lansoprazol [INN-Spanish]	drugBank00448	Brand_Names
Pentofran	drugBank01151	Brand_Names
Insulin recombinant	drugBank00030	Generic_Name
Valodex	drugBank00675	Brand_Names
Methyldopate HCL	drugBank00968	Synonyms
OPC 31	drugBank01238	Synonyms
Phentolamine	drugBank00692	Generic_Name
Stiemycin	drugBank00199	Brand_Names
Ara Atp	drugBank00194	Synonyms
Hydrocortistab	drugBank00741	Brand_Names
Risolid	drugBank00475	Brand_Names
midodrine hydrochloride	drugBank00211	Synonyms
Beta-D-Mannose	drugBank02687	Generic_Name
Scabanca	drugBank00676	Brand_Names
Clindamicina [INN-Spanish]	drugBank01190	Synonyms
Finasol OSR2	drugBank00815	Brand_Names
Melsed HCL	drugBank04833	Brand_Names
Juice	drugBank01440	Synonyms
Potassium 2,6-dihydroxytriazinecarboxylate	drugBank03209	Synonyms
Anectine	drugBank00202	Brand_Names
Plenaxis	drugBank00106	Brand_Names
Rimazid	drugBank01045	Brand_Names
Lento-kalium	drugBank00761	Brand_Names
Sklero-tabuls	drugBank00636	Brand_Names
Tylosterone	drugBank00255	Brand_Names
Optimil	drugBank04833	Brand_Names
Isonilex	drugBank00951	Brand_Names
Ascabiol	drugBank00676	Brand_Names
Furaziline	drugBank00336	Brand_Names
Diabetamid	drugBank01124	Brand_Names
Cocaine-M	drugBank00907	Synonyms
Testavol S	drugBank00162	Brand_Names
N-(3,3-Diphenylpropyl)-alpha-methylphenaethylamin [German]	drugBank04825	Synonyms
Estrovister	drugBank04575	Brand_Names
Clarinex Reditabs	drugBank00967	Brand_Names
Genozym	drugBank00882	Brand_Names
Clonidin	drugBank00575	Synonyms
[3-(1,3,2-Dioxaborolan-2-Yloxy)Propyl]Guanidine	drugBank03129	Generic_Name
Phensal	drugBank00201	Brand_Names
Valstar	drugBank00385	Brand_Names
[(6S)-5-methyl-5,6,7,8-tetrahydropteroyl]glutamate	drugBank04789	Synonyms
800 Sodium Bicarbonate Powder	drugBank01390	Brand_Names
Kemi S	drugBank00571	Brand_Names
Agrylin	drugBank00261	Brand_Names
1,8-Octamethylenediamine	drugBank04333	Synonyms
Quinolones	drugBank00218	Drug_Category
Durafurid	drugBank00695	Brand_Names
ritux	drugBank00073	RxList_Link
Asendis	drugBank00543	Brand_Names
1,2-Dimethoxyethane	drugBank01749	Generic_Name
5IUDR	drugBank00249	Synonyms
Etorphinum [INN-Latin]	drugBank01497	Synonyms
Vazofirin	drugBank00806	Brand_Names
rosigl	drugBank00412	RxList_Link
Prothiurone	drugBank00550	Synonyms
Surplix	drugBank00458	Brand_Names
Myleran	drugBank01008	Brand_Names
Barhist	drugBank04819	Brand_Names
Anesthetics, Local	drugBank00281	Drug_Category
7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate	drugBank03200	Generic_Name
Ciprofloxacina	drugBank00537	Synonyms
Aminokapron	drugBank00513	Brand_Names
Isamid	drugBank01625	Brand_Names
Abatacept	drugBank01281	Generic_Name
Lutein ester	drugBank00137	Synonyms
Apo-meloxicam	drugBank00814	Brand_Names
T-Phyl	drugBank00277	Brand_Names
Sulten-10	drugBank00634	Brand_Names
Mucolysin	drugBank06151	Brand_Names
Fotemustina [Spanish]	drugBank04106	Synonyms
Cardenalin	drugBank00590	Brand_Names
L-Tryptophanamide	drugBank04537	Generic_Name
Cefotetan	drugBank01330	Generic_Name
Tegretal	drugBank00564	Brand_Names
Adenocard	drugBank00640	Brand_Names
Morbusan	drugBank00849	Brand_Names
Exemestance	drugBank00990	Brand_Names
Methylphen	drugBank00422	Brand_Names
3,4-Epoxybutyl-Alpha-D-Glucopyranoside	drugBank02645	Generic_Name
Sulfalar	drugBank00263	Brand_Names
Cytosine arabinose	drugBank00987	Synonyms
Indometacyna	drugBank00328	Synonyms
Mepronizine	drugBank01615	Brand_Names
Posdel	drugBank00354	Brand_Names
Redutemp	drugBank00316	Brand_Names
Tusilan	drugBank00514	Brand_Names
N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide	drugBank04101	Generic_Name
Hytakerol	drugBank01070	Brand_Names
Fenoxazol	drugBank01230	Brand_Names
Probuphine	drugBank00921	Brand_Names
Bristamycin	drugBank00199	Brand_Names
Fadine	drugBank00927	Brand_Names
Thiopentobarbituric acid	drugBank00599	Synonyms
Lamictal	drugBank00555	Brand_Names
Tranax	drugBank00404	Brand_Names
Phenoximethylpenicillinum	drugBank00417	Synonyms
Tacrine	drugBank00382	Generic_Name
Novolaudon	drugBank00327	Brand_Names
Anticholinergic Agents	drugBank00354	Drug_Category
Furomex	drugBank00695	Brand_Names
Thiuragyl	drugBank00550	Synonyms
Datril	drugBank00316	Brand_Names
Cleocin Pediatric	drugBank01190	Brand_Names
Cretonin	drugBank01021	Brand_Names
A-98881	drugBank02804	Generic_Name
1,2-bis(2-(5-chloroindole-2-carbonylamino)ethoxy)ethane	drugBank02089	Synonyms
Free Penicillin G	drugBank01053	Brand_Names
Cordarone	drugBank01118	Brand_Names
Anaesthesin	drugBank01086	Brand_Names
Septinal	drugBank00259	Brand_Names
Mycivin	drugBank01627	Brand_Names
Flumesil	drugBank00436	Brand_Names
Surem	drugBank01595	Brand_Names
Vermisol 150	drugBank00848	Brand_Names
Taractan	drugBank01239	Brand_Names
Apaetp	drugBank01143	Synonyms
Oxyphenylbutazone	drugBank03585	Synonyms
2,6-anhydro-3-deoxy-3-fluoro-l-arabino-d-galacto-nononic acid	drugBank04694	Synonyms
Pentids	drugBank01053	Brand_Names
Pirarreumol B	drugBank00812	Brand_Names
Valproatum seminatricum [Latin]	drugBank00313	Synonyms
Excegran	drugBank00909	Brand_Names
Invega	drugBank01267	Brand_Names
Sembrina	drugBank00968	Brand_Names
Muromonab-CD3	drugBank00075	Synonyms
1-(3-Azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea	drugBank01120	Synonyms
Dilafed	drugBank01115	Brand_Names
Junior Strength Motrin	drugBank01050	Brand_Names
Psychamine A 66 hydrochloride	drugBank00830	Brand_Names
1-Butylbiguanide	drugBank04830	Synonyms
Adalat CC	drugBank01115	Brand_Names
Euglucon 5	drugBank01016	Brand_Names
Furesol	drugBank00336	Brand_Names
Dormethan	drugBank00514	Brand_Names
Cecil	drugBank00907	Synonyms
Rizatriptan	drugBank00953	Generic_Name
Dihydroergotoxin Methanesulfonate	drugBank01049	Brand_Names
Hyozid	drugBank00951	Brand_Names
Potassium Chloride	drugBank00761	Generic_Name
7-Nitroindazole	drugBank02207	Generic_Name
Diazoxide	drugBank01119	Generic_Name
Glycero-guaiacol ether	drugBank00874	Synonyms
Diclofenamida [INN-Spanish]	drugBank01144	Synonyms
Erion	drugBank01103	Brand_Names
Methohexitone	drugBank00474	Synonyms
panitumumab	drugBank01269	Synonyms
Fenadon	drugBank00333	Brand_Names
tetcycl2	drugBank00759	RxList_Link
5-hydroxy-pentanoic acid	drugBank04781	Synonyms
Paser	drugBank00233	Brand_Names
Epiglaufrin	drugBank00668	Brand_Names
2s,3r-2-Amino-3-Methylpentanedioic Acid	drugBank01898	Generic_Name
Viocid	drugBank00406	Brand_Names
Bendrofluazide	drugBank00436	Synonyms
Atenol Cophar	drugBank00335	Brand_Names
Allergefon	drugBank00748	Brand_Names
Cardiomin	drugBank01223	Brand_Names
Empicol BSD 70	drugBank00815	Brand_Names
Estrona [Spanish]	drugBank00655	Brand_Names
5-Androstenediol	drugBank01524	Generic_Name
Dolobid	drugBank00861	Brand_Names
Rewopol NLS 28	drugBank00815	Brand_Names
Theolone	drugBank01223	Brand_Names
Replagal	drugBank00103	Brand_Names
Gastrosedan	drugBank00940	Brand_Names
Inhibitor Bea388	drugBank04255	Generic_Name
Valgraine	drugBank01041	Brand_Names
Transbilix	drugBank04711	Brand_Names
Idamycin	drugBank01177	Brand_Names
MTB 51	drugBank00940	Synonyms
Lutrepulse KIT	drugBank00644	Brand_Names
Sevofluranum [INN-Latin]	drugBank01236	Synonyms
Apostavit	drugBank00162	Brand_Names
Vesikur	drugBank01591	Brand_Names
Nitric oxide 10% by volume or more	drugBank00435	Brand_Names
Stearinsaeure	drugBank03193	Synonyms
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate	drugBank04301	Generic_Name
Aldinamide	drugBank00339	Brand_Names
VoSol HC	drugBank00741	Brand_Names
1-(2-Deoxy-2-Fluoro-3-O-Phosphono-Beta-L-Ribofuranosyl)Pyrimidine-2,4(1h,3h)-Dione	drugBank03155	Generic_Name
Homagenets aorl	drugBank00162	Brand_Names
Prodhygine	drugBank03193	Brand_Names
Oxilapine	drugBank00408	Brand_Names
2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate	drugBank01804	Generic_Name
Amrinone	drugBank01427	Generic_Name
Microdots	drugBank04829	Synonyms
Ketamine HCL	drugBank01221	Synonyms
Kofuzon	drugBank00695	Brand_Names
D-Estradiol	drugBank00783	Synonyms
Antiscorbic Vitamin	drugBank00126	Brand_Names
Phenformin Hydrochloride	drugBank00914	Synonyms
Sectral	drugBank01193	Brand_Names
Otonil	drugBank01165	Brand_Names
Sulfonamides	drugBank00263	Drug_Category
Urodine	drugBank01438	Brand_Names
Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose	drugBank02357	Generic_Name
N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide	drugBank02986	Generic_Name
Bretylate	drugBank01158	Synonyms
Bethanechol	drugBank01019	Generic_Name
Betapar	drugBank00635	Brand_Names
Likunden	drugBank00400	Brand_Names
Ceftazidime pentahydrate	drugBank00438	Brand_Names
Hexafen	drugBank00756	Brand_Names
Pro-Pam	drugBank00829	Brand_Names
Ouabain, Octahydrate	drugBank01092	Synonyms
Inflazon	drugBank00328	Brand_Names
Novo-Dipiradol	drugBank00975	Brand_Names
Setrol	drugBank00383	Brand_Names
Chloromeridin	drugBank00534	Brand_Names
BCNU	drugBank00262	Synonyms
Cephaxin	drugBank00567	Brand_Names
Hepathrom	drugBank01109	Brand_Names
Rilasol	drugBank01178	Brand_Names
Surmontyl	drugBank00726	Brand_Names
Amiodarone Base	drugBank01118	Synonyms
Phenol-2-carboxylic acid	drugBank00936	Synonyms
Iodoenterol	drugBank04815	Brand_Names
Bitirazine	drugBank00711	Brand_Names
Maipedopa	drugBank01235	Brand_Names
Antineoplastic Adjuncts	drugBank00650	Drug_Category
Tadalafil	drugBank00820	Generic_Name
Halkan	drugBank00450	Brand_Names
HSDB 419	drugBank01169	Synonyms
Volon A	drugBank00620	Brand_Names
Lycedan	drugBank00131	Brand_Names
ticlop	drugBank00208	RxList_Link
Tricarballylic Acid	drugBank04562	Generic_Name
xibrom	drugBank00963	RxList_Link
Lansoprazole	drugBank00448	Generic_Name
Sinflo	drugBank01165	Brand_Names
Monobenzyl ether hydroquinone	drugBank00600	Synonyms
Vitamin B3	drugBank00627	Synonyms
Theophylline Ethylenediamine	drugBank01223	Brand_Names
Coracten	drugBank01115	Brand_Names
Nicoside	drugBank00627	Brand_Names
Isooctadecanoic acid	drugBank03193	Synonyms
Atcotibine	drugBank00951	Brand_Names
delta-9-tetrahydrocannabinol	drugBank00470	Brand_Names
Methoflurane	drugBank01028	Synonyms
Davitamon D	drugBank00153	Brand_Names
Retapamulin	drugBank01256	Generic_Name
Tacryl	drugBank00902	Brand_Names
Bitionol	drugBank04813	Brand_Names
Oxamide	drugBank00970	Brand_Names
Flunisolide [anhydrous]	drugBank00180	Synonyms
Mezaton	drugBank00388	Brand_Names
Imipramina	drugBank00458	Brand_Names
Estrosyn	drugBank00255	Brand_Names
Indocid Pda	drugBank00328	Brand_Names
adenosine	drugBank00640	Synonyms
Estrofem Forte	drugBank00783	Brand_Names
Dimethylallyl S-Thiolodiphosphate	drugBank02270	Generic_Name
Vistazine	drugBank00557	Brand_Names
Leo K	drugBank00761	Brand_Names
3,16-alpha,17-beta-Trihydroxy-delta-1,3,5-oestratriene	drugBank04573	Synonyms
Trifluoromethyldeoxyuridine	drugBank00432	Brand_Names
Libiolan	drugBank00371	Brand_Names
Bischlorethylnitrosurea	drugBank00262	Synonyms
Cellotriose	drugBank01697	Generic_Name
Radiostol	drugBank00153	Brand_Names
L-Valine	drugBank00161	Generic_Name
Suximal	drugBank00593	Brand_Names
Fluormethylprednisolone	drugBank01234	Synonyms
Sandoz sodium bicarbonate	drugBank01390	Brand_Names
Diacepan	drugBank00829	Brand_Names
Cetrotide	drugBank00050	Brand_Names
Melibiase	drugBank00103	Synonyms
Cyantin	drugBank00698	Brand_Names
Neumega	drugBank00038	Brand_Names
Sulfisin	drugBank00263	Brand_Names
Quaalude hydrochloride	drugBank04833	Brand_Names
Phenalzine	drugBank00780	Brand_Names
Protease Inhibitors	drugBank00188	Drug_Category
Uroxatral	drugBank00346	Brand_Names
L-D-(a-Aminoadipoyl)-L-Cysteinyl-D-Valine	drugBank02025	Generic_Name
N-Methylphenobarbital	drugBank00849	Synonyms
Idoxene	drugBank00249	Brand_Names
Marcaine	drugBank00297	Brand_Names
Osmitrol	drugBank00742	Brand_Names
Bemaco	drugBank00608	Brand_Names
Aspartic acid amide	drugBank00174	Synonyms
Akne-Mycin	drugBank00199	Brand_Names
Orsanil	drugBank00679	Brand_Names
Penbritin Syrup	drugBank00415	Brand_Names
Orlest	drugBank00717	Brand_Names
Pondocillin	drugBank01604	Brand_Names
Resectisol In Plastic Container	drugBank00742	Brand_Names
Icrf-187	drugBank02444	Generic_Name
Gencept	drugBank00717	Brand_Names
Serine Vanadate	drugBank04031	Generic_Name
Febrinol	drugBank00316	Brand_Names
Tetraethylthiuran Disulfide	drugBank00822	Synonyms
Nandrolone Phenylpionate	drugBank00984	Synonyms
Estilsona	drugBank00860	Brand_Names
Theal Tablets	drugBank00277	Brand_Names
Chloroiodoquin	drugBank04815	Synonyms
Dihydroxymorphinone	drugBank01192	Synonyms
Urlea	drugBank00436	Brand_Names
Hydrogesterone	drugBank00378	Synonyms
Gemcitabine hydrochloride	drugBank00441	Brand_Names
Benylin DM	drugBank00514	Brand_Names
stalevo	drugBank01235	RxList_Link
Homagenets Aoral	drugBank00162	Brand_Names
Guaipax	drugBank00397	Brand_Names
Eradacin	drugBank00817	Brand_Names
LY249543	drugBank04322	Generic_Name
Reomax	drugBank00903	Brand_Names
Thioridazine Thiomethyl Sulfoxide	drugBank00933	Synonyms
Aloperidolo	drugBank00502	Brand_Names
1-(3,4-Dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol	drugBank01295	Synonyms
Disulfan	drugBank00822	Brand_Names
Uridine	drugBank02745	Generic_Name
Mela-T	drugBank01065	Brand_Names
Riomet	drugBank00331	Brand_Names
Pertussin DM Extra Strength	drugBank00514	Brand_Names
Dilabron	drugBank00221	Brand_Names
Deganol	drugBank00618	Brand_Names
Salonil	drugBank00936	Brand_Names
Spofadrizine	drugBank00359	Brand_Names
Pirenzepinum [INN-Latin]	drugBank00670	Brand_Names
levothy	drugBank00451	RxList_Link
Oxymorphone	drugBank01192	Generic_Name
Antirex	drugBank01010	Brand_Names
Planipart	drugBank01407	Brand_Names
Fenbid Spansule	drugBank01050	Brand_Names
Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester	drugBank03195	Generic_Name
Pantoyl Adenylate	drugBank02694	Generic_Name
PF-00356231	drugBank03367	Generic_Name
Ogastro	drugBank00448	Brand_Names
(+)-methamphetamine	drugBank01577	Synonyms
Deltamin	drugBank01230	Brand_Names
Butamid	drugBank01124	Brand_Names
Probenecid	drugBank01032	Generic_Name
Napton	drugBank00475	Brand_Names
Albuterol Sulfate	drugBank01001	Synonyms
Pteroyl-L-monoglutamic acid	drugBank00158	Synonyms
Mysedon	drugBank00794	Brand_Names
(2-AMINOOXY-ETHYL)-[5-(6-AMINO-PURIN-9-YL)-3,4-DIHYDROXY-TETRAHYDRO-FURAN-2-YLMETHYL]-METHYL-SULFONIUM	drugBank02523	Synonyms
Procapan	drugBank01035	Brand_Names
Theelin	drugBank00655	Brand_Names
Half-cystine	drugBank00151	Synonyms
Sertraline	drugBank01104	Generic_Name
Anti-Tuss	drugBank00874	Brand_Names
Bornylane	drugBank04501	Synonyms
MF268	drugBank04021	Generic_Name
Isicetin	drugBank00446	Brand_Names
Bevacizumab	drugBank00112	Generic_Name
Relifen	drugBank00461	Brand_Names
Heb-Cort	drugBank00741	Brand_Names
Meropenem anhydrous	drugBank00760	Synonyms
dihydram	drugBank01075	RxList_Link
Immune globulin	drugBank00028	Generic_Name
NegGram	drugBank00779	Brand_Names
6-Methyl MP riboside	drugBank02896	Synonyms
Ceglion	drugBank00126	Brand_Names
Mephenamic Acid	drugBank00784	Synonyms
Klorocid S	drugBank00446	Brand_Names
Extermathion	drugBank00772	Brand_Names
L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine	drugBank03047	Generic_Name
Rubacina	drugBank00927	Brand_Names
Children's Elixsure	drugBank01050	Brand_Names
Tenurid	drugBank00822	Brand_Names
Oflin	drugBank01165	Brand_Names
2-Propenyl-N-Acetyl-Neuramic Acid	drugBank01716	Generic_Name
Streptolydigin	drugBank04785	Generic_Name
Batimastat	drugBank03880	Generic_Name
Dienoestrol	drugBank00890	Synonyms
Fructose -6-Phosphate	drugBank04277	Generic_Name
epinastine	drugBank00751	Synonyms
Argiprestocin	drugBank00067	Synonyms
1H-Purin-6-amine	drugBank00173	Synonyms
Lanvis	drugBank00352	Brand_Names
